FundCode,FundName,Category,GroupCategory,FundHouse,WMC,Subscribe,Price,PriceDate,Currency,Risk,RetYTD(%),Ret1W(%),Ret1M(%),Ret3M(%),Ret6M(%),Ret1Y(%),Ret2Y(%),Ret3Y(%),Ret5Y(%),Yield(%),YieldDate,MgmtFee(%),ISIN,StarRating,BalancedRisk,BalancedRegion,BondType,BondRegion,EquityStyle
U44913,"摩根中國股票高息 (美元 每月分派-現金派息)","中國股票","中國股票","摩根資產管理",Y,Y,9.02,18-09-2026,美元,4,-5.93,-0.22,-3.9,0.29,-4.78,-5.68,12.65,-5.82,-1.6,8.13,31-08-2026,1.5,HK0000302353,,"","","","","綜合"
U44373,"富達基金 - 中國消費動力基金A類別股份 (港元 累積)","中國股票","中國股票","富達基金(香港)有限公司",N,Y,13.26,18-09-2026,港元,5,-12.71,-0.3,-5.35,-1.63,-7.98,-19.34,-3.51,-16.19,-24.61,0,31-08-2026,1.5,LU0605514214,2,"","","","","綜合"
U44914,"摩根中國股票高息 (港元 每月分派-現金派息)","中國股票","中國股票","摩根資產管理",Y,Y,9.13,18-09-2026,港元,4,-5.16,-0.11,-3.85,0.53,-4.59,-4.81,12.1,-5.77,-1.09,8.1,31-08-2026,1.5,HK0000302338,,"","","","","綜合"
U43315,"恒生中國指數基金A類單位 (港元 累積收益單位) (每月投資計劃)","中國股票","中國股票","恒生投資管理有限公司",N,N,49.08,18-09-2026,港元,4,-9.71,-0.85,-2.52,2.34,-7.1,-14.58,28.86,-14.11,-20.38,0,31-08-2026,1,HK0000284528,3,"","","","","綜合"
U43672,"恒生中國股票基金A類單位 (港元)","中國股票","中國股票","恒生投資管理有限公司",Y,Y,82.28,18-09-2026,港元,4,-4.78,0.45,-2.71,-2.97,-4.45,-8.61,13.07,-16.55,-15.96,0,31-08-2026,1.5,HK0000284486,4,"","","","","綜合"
U43120,"恒生中國企業指數基金A類單位 (港元 累積)","中國股票","中國股票","恒生投資管理有限公司",Y,Y,40.3,21-09-2026,港元,4,-5.7,0.25,-1.76,4.6,-4.87,-10.94,29.76,-12.04,-21.83,0,31-08-2026,1,HK0000261104,3,"","","","","綜合"
U43316,"恒生中國企業指數基金A類單位 (港元 累積) (每月投資計劃)","中國股票","中國股票","恒生投資管理有限公司",N,Y,40.3,21-09-2026,港元,4,-5.7,0.25,-1.76,4.6,-4.87,-10.94,29.76,-12.04,-21.83,0,31-08-2026,1,HK0000261104,3,"","","","","綜合"
U43674,"恒生中國股票基金A類單位 (港元) (每月投資計劃)","中國股票","中國股票","恒生投資管理有限公司",N,Y,82.28,18-09-2026,港元,4,-4.78,0.45,-2.71,-2.97,-4.45,-8.61,13.07,-16.55,-15.96,0,31-08-2026,1.5,HK0000284486,4,"","","","","綜合"
U43028,"恒生中國指數基金A類單位 (港元 累積收益單位)","中國股票","中國股票","恒生投資管理有限公司",Y,Y,49.08,18-09-2026,港元,4,-9.71,-0.85,-2.52,2.34,-7.1,-14.58,28.86,-14.11,-20.38,0,31-08-2026,1,HK0000284528,3,"","","","","綜合"
U44383,"滙豐環球投資基金 - 中國股票AD類 (港元)","中國股票","中國股票","滙豐環球投資管理 (香港) 有限公司",N,Y,13.829,18-09-2026,港元,4,-3.49,1.45,-5.19,-5.42,-3.27,-9.07,14.44,-13.59,-20.34,0,31-08-2026,1.5,LU0531971595,3,"","","","","綜合"
U40067,"霸菱香港中國基金A類別美元收益","中國股票","中國股票","霸菱資產管理(亞洲)有限公司",N,Y,1221.9,18-09-2026,美元,5,-6.72,0.36,-4.84,-3.94,-7.8,-10.17,10,-17.45,-16.29,0.16,31-08-2026,1.25,IE0000829238,3,"","","","","綜合"
U42391,"霸菱香港中國基金A類別歐元收益","中國股票","中國股票","霸菱資產管理(亞洲)有限公司",N,N,1065.38,18-09-2026,歐羅,5,-4.49,1.4,-3.99,-4.04,-7.21,-7.33,17.03,-20.43,-9.22,0.16,31-08-2026,1.25,IE0004866889,3,"","","","","綜合"
U43158,"富達基金 - 中國焦點基金A類別股份 (美元 派息股份)","中國股票","中國股票","富達基金(香港)有限公司",N,Y,65.95,18-09-2026,美元,4,-11.82,-1.43,-3.64,0.4,-10.11,-14.79,8.21,-6.45,-4.16,0.95,31-08-2026,1.5,LU0173614495,4,"","","","","綜合"
U43724,"施羅德環球基金系列 - 中國優勢A類股份 (美元 累積單位)","中國股票","中國股票","施羅德投資管理(香港)有限公司",N,Y,402.7128,18-09-2026,美元,5,-8,-0.28,-4.13,2.03,-6.04,-10.41,5.86,-17.4,-14.66,0,31-08-2026,1.5,LU0244354667,3,"","","","","綜合"
U44386,"滙豐投資信託基金 - 滙豐中國增長基金AC類 (港元)","中國股票","中國股票","滙豐環球投資管理 (香港) 有限公司",Y,Y,14.942,18-09-2026,港元,4,-3.58,-0.2,-6.45,-8.12,-4.14,-4.83,11.37,-13.97,-17.23,0,31-08-2026,1.5,HK0000349693,4,"","","","","綜合"
U44401,"滙豐投資信託基金 - 滙豐中國增長基金AC類 (港元) (每月投資計劃)","中國股票","中國股票","滙豐環球投資管理 (香港) 有限公司",N,N,14.942,18-09-2026,港元,4,-3.58,-0.2,-6.45,-8.12,-4.14,-4.83,11.37,-13.97,-17.23,0,31-08-2026,1.5,HK0000349693,4,"","","","","綜合"
U44620,"景順中國新世代基金（港元 累積）","中國股票","中國股票","景順投資管理有限公司",N,N,443.62,18-09-2026,港元,4,-7.77,0.33,-3.79,-1.85,-6.77,-10.64,11.72,-18.26,-26.89,0,31-08-2026,1.75,LU1775965152,2,"","","","","綜合"
U40095,"滙豐環球投資基金 - 中國股票AD類 (美元)","中國股票","中國股票","滙豐環球投資管理 (香港) 有限公司",N,Y,110.782,18-09-2026,美元,4,-4.26,1.4,-5.22,-5.52,-3.4,-9.88,15.04,-13.64,-20.77,0,31-08-2026,1.5,LU0039217434,3,"","","","","綜合"
U43992,"滙豐投資信託基金 - 滙豐中國增長基金AC類 (美元)","中國股票","中國股票","滙豐環球投資管理 (香港) 有限公司",N,N,14.568,18-09-2026,美元,4,-4.33,-0.25,-6.49,-8.23,-4.28,-5.65,11.94,-14.03,-17.67,0,31-08-2026,1.5,HK0000349701,4,"","","","","綜合"
U42409,"景順中國新世代基金","中國股票","中國股票","景順投資管理有限公司",N,N,56.06,18-09-2026,美元,4,-8.47,0.3,-3.81,-1.94,-6.85,-11.41,12.38,-18.46,-27.31,0.04,31-08-2026,1.75,LU1775965582,2,"","","","","綜合"
U43814,"滙豐環球投資基金 - 中國股票AD類 (美元) (每月投資計劃)","中國股票","中國股票","滙豐環球投資管理 (香港) 有限公司",N,N,110.782,18-09-2026,美元,4,-4.26,1.4,-5.22,-5.52,-3.4,-9.88,15.04,-13.64,-20.77,0,31-08-2026,1.5,LU0039217434,3,"","","","","綜合"
U45671,"普徠仕(盧森堡)系列 – 中國新視野股票基金A 類 (美元 累積股份)","中國股票","中國股票","普徠仕香港有限公司",N,Y,13.76,18-09-2026,美元,4,24.64,0.29,-5.43,-10.07,9.64,29.81,10.41,-16.19,2.85,0,31-08-2026,1.7,LU2187417386,4,"","","","","綜合"
U45672,"普徠仕(盧森堡)系列 – 中國新視野股票基金A 類 (港元 累積股份)","中國股票","中國股票","普徠仕香港有限公司",N,Y,107.48,18-09-2026,港元,4,25.56,0.31,-5.4,-9.97,9.75,30.99,9.73,-15.95,0,0,31-08-2026,1.7,LU2351347211,4,"","","","","綜合"
U45484,"聯博 – 跨地域中國股票基金 A類股份 (美元 累積)","中國股票","中國股票","聯博香港有限公司",N,N,15.58,18-09-2026,美元,5,-1.77,0.39,-2.2,-1.58,-0.95,-2.87,17.15,-11.4,-15.63,0,31-08-2026,1.7,LU1808992512,4,"","","","","綜合"
U45395,"施羅德環球基金系列 - 中國優勢A類股份 (港元 累積單位)","中國股票","中國股票","施羅德投資管理(香港)有限公司",N,N,17.4927,18-09-2026,港元,5,-7.27,-0.25,-4.12,2.13,-5.94,-9.63,5.23,-17.24,-14.16,0,31-08-2026,1.5,LU0463099449,3,"","","","","綜合"
U45137,"恒生中國股票基金A類單位 (美元)","中國股票","中國股票","恒生投資管理有限公司",Y,Y,7.13,18-09-2026,美元,4,-5.56,0.28,-2.73,-3.13,-4.55,-9.52,13.87,-16.75,-16.39,0,31-08-2026,1.5,HK0000682333,3,"","","","","綜合"
U45140,"霸菱香港中國基金A類別港元收益(每年-現金派息)","中國股票","中國股票","霸菱資產管理(亞洲)有限公司",N,N,9585.86,18-09-2026,港元,5,-6,0.4,-4.82,-3.85,-7.73,-9.39,9.35,-17.26,-15.78,0.16,31-08-2026,1.25,IE00B4YN5X00,3,"","","","","綜合"
U45274,"恒生中國新經濟指數基金A類單位 (美元 累積)","中國股票","中國股票","恒生投資管理有限公司",Y,Y,12.66,18-09-2026,美元,4,-8.33,0.96,-7.18,-8.26,-3.87,-13.52,16.65,-10.46,0,0,31-08-2026,1,HK0000848009,3,"","","","","綜合"
U74431,"JPM中國(美元)A股(分派)","中國股票","中國股票","摩根資產管理",N,N,72.79,18-09-2026,美元,4,-5.34,0.33,-5.79,-2.18,-5.85,-9.58,8.91,-23.36,-20.22,0.38,31-08-2026,1.5,LU0051755006,3,"","","","","綜合"
U43884,"鄧普頓中國基金A類 (美元 累積)","中國股票","中國股票","富蘭克林鄧普頓投資",N,N,23.05,18-09-2026,美元,4,-10.38,-0.6,-4.52,-5.14,-9.18,-13.08,11.65,-22.08,-22.25,0,31-08-2026,2.1,LU0052750758,1,"","","","","綜合"
U43119,"恒生中國企業指數基金A類單位 (港元 派息單位-現金派息)","中國股票","中國股票","恒生投資管理有限公司",N,N,28.63,21-09-2026,港元,4,-5.71,0.25,-1.72,4.61,-4.86,-10.9,29.82,-12.04,-21.84,1.71,31-08-2026,1,HK0000261112,3,"","","","","綜合"
U43027,"恒生中國指數基金A類單位 (港元 派息單位-現金派息)","中國股票","中國股票","恒生投資管理有限公司",N,N,35.56,18-09-2026,港元,4,-9.72,-0.86,-2.52,2.33,-7.11,-14.59,28.92,-14.15,-20.37,0.81,31-08-2026,1,HK0000284536,3,"","","","","綜合"
U39950,"貝萊德全球基金 - 新興市場基金A2類股份 (美元)","環球新興市場股票","環球新興市場股票","貝萊德資產管理北亞有限公司",N,N,57.76,18-09-2026,美元,4,22.97,-1.99,-1.62,-7.14,15.87,29.94,-2.82,8.48,-3.06,0,31-08-2026,1.5,LU0047713382,2,"","","","",""
U44636,"JPM新興市場股息收益(美元)A股(每月派息-現金派息)","環球新興市場股票","環球新興市場股票","摩根資產管理",N,Y,120.36,18-09-2026,美元,4,26.8,-0.71,2.83,0.28,15.35,35.28,6.1,13.35,6.82,3.5,31-08-2026,1.5,LU0862451837,4,"","","","",""
U43780,"JPM全方位新興市場(美元)A股(分派)","環球新興市場股票","環球新興市場股票","摩根資產管理",N,N,67.07,18-09-2026,美元,4,26.97,-1.09,-0.71,-5.77,16.84,34.89,1.21,5.32,-9.9,0.34,31-08-2026,1.5,LU0053685615,3,"","","","",""
U31048,"富達基金 - 新興市場基金A類別股份 (美元 派息股份)","環球新興市場股票","環球新興市場股票","富達基金(香港)有限公司",N,Y,50.15,18-09-2026,美元,4,27.97,-2.81,-0.2,-7.61,18.91,35.51,4.45,7.19,0.1,0.05,31-08-2026,1.5,LU0048575426,3,"","","","",""
U44637,"JPM新興市場股息收益(港元)A股(每月派息-現金派息)","環球新興市場股票","環球新興市場股票","摩根資產管理",N,Y,13.44,18-09-2026,港元,4,27.64,-0.67,2.83,0.37,15.46,36.23,5.51,13.73,7.33,3.49,31-08-2026,1.5,LU0862451670,4,"","","","",""
U43792,"滙豐環球投資基金 - 環球新興市場股票AD類 (美元) (每月投資計劃)","環球新興市場股票","環球新興市場股票","滙豐環球投資管理 (香港) 有限公司",N,Y,28.349,18-09-2026,美元,4,23.56,-0.39,0.06,-6.8,12.16,31.89,6.99,4.79,-5.82,0.02,31-08-2026,1.5,LU0054450605,3,"","","","",""
U43883,"鄧普頓新興三國 (巴西、印度及中國)基金A類 (美元 累積)","環球新興市場股票","環球新興市場股票","富蘭克林鄧普頓投資",N,N,28.13,18-09-2026,美元,5,5.87,-0.42,0.75,2.37,6.27,4.38,14.66,3.54,-5.02,0,31-08-2026,2.1,LU0229945570,3,"","","","",""
U43887,"鄧普頓新興市場基金A類 (美元 累積)","環球新興市場股票","環球新興市場股票","富蘭克林鄧普頓投資",N,N,87.45,18-09-2026,美元,4,31.72,-1.1,2.69,-4.77,20.94,40.08,5.91,12.15,-6.27,0,31-08-2026,1.65,LU0128522744,4,"","","","",""
U45168,"百達 - 新興市場 - P 每月派息美元股份類別 (美元 每月派息-現金派息)","環球新興市場股票","環球新興市場股票","瑞士百達資產管理",N,N,831.84,18-09-2026,美元,4,19.46,-1.72,0.76,-6.16,10.61,24.47,5.87,10.06,-7.82,0.42,31-08-2026,1.4,LU2273158571,1,"","","","",""
U43952,"鄧普頓新興三國 (巴西、印度及中國)基金A類 (歐元 累積)","環球新興市場股票","環球新興市場股票","富蘭克林鄧普頓投資",N,N,29.63,18-09-2026,歐羅,5,8.34,0.51,1.54,2.14,6.12,7.08,22.18,0.42,2.01,0,31-08-2026,2.1,LU0229946628,3,"","","","",""
U42582,"貝萊德全球基金 - 新興市場基金A2類股份 (歐元)","環球新興市場股票","環球新興市場股票","貝萊德資產管理北亞有限公司",N,N,50.4,18-09-2026,歐羅,4,25.84,-0.71,-0.57,-7.05,16.48,33.4,3.68,4.75,4.86,0,31-08-2026,1.5,LU0171275786,2,"","","","",""
U42344,"霸菱全球新興市場基金A類別(歐元)收益","環球新興市場股票","環球新興市場股票","霸菱資產管理(亞洲)有限公司",N,N,60.64,18-09-2026,歐羅,4,27.38,0.07,0.17,-6.38,13.83,36.37,11.07,2.86,0.31,0.07,31-08-2026,1.5,IE0004850503,3,"","","","",""
U40053,"霸菱全球新興市場基金A類別(美元)收益","環球新興市場股票","環球新興市場股票","霸菱資產管理(亞洲)有限公司",N,N,69.61,18-09-2026,美元,4,24.41,-0.94,-0.71,-6.27,13.1,32.18,4.4,6.72,-7.48,0.07,31-08-2026,1.5,IE0000838304,3,"","","","",""
U43880,"施羅德環球基金系列 - 新興市場優勢A類股份 (美元 累積單位)","環球新興市場股票","環球新興市場股票","施羅德投資管理(香港)有限公司",N,N,34.9735,18-09-2026,美元,4,26.09,-1.73,-0.5,-4.72,16.92,33.87,6.43,9.2,-4.92,0,31-08-2026,1.5,LU0269904917,4,"","","","",""
U44131,"鄧普頓新興三國 (巴西、印度及中國)基金A類股份 (美元 累積) (每月投資計劃)","環球新興市場股票","環球新興市場股票","富蘭克林鄧普頓投資",N,N,28.13,18-09-2026,美元,5,5.87,-0.42,0.75,2.37,6.27,4.38,14.66,3.54,-5.02,0,31-08-2026,2.1,LU0229945570,3,"","","","",""
U42956,"霸菱全球新興市場基金A類別(英鎊)收益","環球新興市場股票","環球新興市場股票","霸菱資產管理(亞洲)有限公司",N,N,52.11,18-09-2026,英鎊,4,25.29,0.12,0.5,-7.21,13.09,35.06,6.09,0.81,-6.3,0.07,31-08-2026,1.5,IE0032149506,3,"","","","",""
U43881,"施羅德環球基金系列 - 新興市場優勢A類股份 (歐元 累積單位)","環球新興市場股票","環球新興市場股票","施羅德投資管理(香港)有限公司",N,N,39.3921,18-09-2026,歐羅,4,29.09,-0.58,0.43,-4.7,17.37,37.67,13.17,5.44,2.91,0,31-08-2026,1.5,LU0279459456,4,"","","","",""
U44304,"滙豐環球投資基金 - 環球新興市場股票PC類 (美元)","環球新興市場股票","環球新興市場股票","滙豐環球投資管理 (香港) 有限公司",N,N,23.595,18-09-2026,美元,4,24,-0.38,0.11,-6.68,12.44,32.55,7.53,5.3,-5.35,0,31-08-2026,1,LU0449515922,3,"","","","",""
U42514,"景順開發中市場基金","環球新興市場股票","環球新興市場股票","景順投資管理有限公司",N,N,98.74,18-09-2026,美元,4,22.46,-1.28,3.06,1.69,13.97,29.26,8.77,12.69,0.98,1.21,31-08-2026,1.4,LU1775952507,4,"","","","",""
U44083,"安聯全球新興市場高息股票基金AT類累積股份 (美元)","環球新興市場股票","環球新興市場股票","安聯環球投資亞太有限公司",N,N,14.8017,18-09-2026,美元,4,21.2,-0.64,2.45,-1.23,12.38,26.51,12.43,13.14,2.32,0,31-08-2026,2.25,LU0293314216,4,"","","","",""
U44084,"安聯全球新興市場高息股票基金AT類累積股份 (歐元)","環球新興市場股票","環球新興市場股票","安聯環球投資亞太有限公司",N,N,221.57,18-09-2026,歐羅,4,24.18,0.39,3.3,-1.22,12.92,30.26,19.02,9.12,10.74,0,31-08-2026,2.25,LU0293313325,4,"","","","",""
U40100,"滙豐環球投資基金 - 環球新興市場股票AD類 (美元)","環球新興市場股票","環球新興市場股票","滙豐環球投資管理 (香港) 有限公司",N,N,28.349,18-09-2026,美元,4,23.56,-0.39,0.06,-6.8,12.16,31.89,6.99,4.79,-5.82,0.02,31-08-2026,1.5,LU0054450605,3,"","","","",""
U43563,"聯博 - 新興市場增長基金A類股份 (美元)","環球新興市場股票","環球新興市場股票","聯博香港有限公司",N,N,75.45,18-09-2026,美元,4,30.51,-0.83,2.4,-4.23,19.86,34.18,7.16,5.65,-8.79,0,31-08-2026,1.7,LU0040709171,3,"","","","",""
U42435,"施羅德環球基金系列 - 新興市場A類股份 (美元 累積單位)","環球新興市場股票","環球新興市場股票","施羅德投資管理(香港)有限公司",N,N,29.7272,18-09-2026,美元,4,24.5,-2.24,-0.54,-6.8,14.83,33.38,7.2,7.26,-5.55,0,31-08-2026,1.5,LU0106252389,3,"","","","",""
U42353,"恒生歐洲大陸指數基金A類單位 (美元)","歐洲不包括英國大型股票","歐洲不包括英國大型股票","恒生投資管理有限公司",Y,Y,34.13,18-09-2026,美元,3,6.52,-1.42,-3.75,-0.99,7.5,13.05,-0.25,21.31,14.14,0,31-08-2026,1,HK0000284551,3,"","","","","綜合"
U42357,"恒生歐洲大陸指數基金A類單位 (美元) (每月投資計劃)","歐洲不包括英國大型股票","歐洲不包括英國大型股票","恒生投資管理有限公司",N,Y,34.13,18-09-2026,美元,3,6.52,-1.42,-3.75,-0.99,7.5,13.05,-0.25,21.31,14.14,0,31-08-2026,1,HK0000284551,3,"","","","","綜合"
U43826,"貝萊德全球基金 - 歐陸靈活股票基金A2類股份 (歐元)","歐洲不包括英國大型股票","歐洲不包括英國大型股票","貝萊德資產管理北亞有限公司",N,N,51.7,18-09-2026,歐羅,4,6.31,-1.65,-3.87,-4.79,8.41,11.21,7.68,19.05,25.84,0,31-08-2026,1.5,LU0224105477,3,"","","","","綜合"
U33478,"霸菱歐洲增長基金A類別 (英鎊 收益)","歐洲不包括英國大型股票","歐洲不包括英國大型股票","霸菱資產管理(亞洲)有限公司",N,N,20.7,18-09-2026,英鎊,3,7.64,-0.53,-2.24,-1.41,7.76,14.56,-0.59,13.02,20.72,0.55,31-08-2026,1.5,GB0000804335,2,"","","","","綜合"
U39807,"霸菱歐洲精選基金A類別 (英鎊 收益)","歐洲不包括英國中小型股票","歐洲不包括英國中小型股票","霸菱資產管理(亞洲)有限公司",N,N,53.97,18-09-2026,英鎊,3,5.48,0.11,-0.41,-0.25,5.73,11.5,0.06,5.92,13.08,0.49,31-08-2026,1.5,GB0000796242,3,"","","","","中小型"
U22331,"景順歐洲大陸小型企業基金A類股份 (美元 每年派息)","歐洲不包括英國中小型股票","歐洲不包括英國中小型股票","景順投資管理有限公司",N,N,432.37,18-09-2026,美元,3,-3.2,-1.02,-3.16,0.38,4.38,-7.23,7.85,12.87,14.88,0,31-08-2026,2,LU1775961243,3,"","","","","中小型"
U43472,"霸菱歐洲精選基金A類別 (歐元 收益)","歐洲不包括英國中小型股票","歐洲不包括英國中小型股票","霸菱資產管理(亞洲)有限公司",N,N,62.83,18-09-2026,歐羅,3,7.25,0.06,-0.75,0.65,6.4,12.57,4.76,8.08,21.05,0.48,31-08-2026,1.5,GB0030655780,3,"","","","","中小型"
U44575,"霸菱歐洲精選基金A類別 (美元 累計)","歐洲不包括英國中小型股票","歐洲不包括英國中小型股票","霸菱資產管理(亞洲)有限公司",N,N,80.27,18-09-2026,美元,3,4.72,-0.96,-1.64,0.74,5.72,9.11,-1.54,12.14,11.66,0.52,31-08-2026,1.5,GB00BF2H6H20,3,"","","","","中小型"
U44677,"晉達環球策略基金 - 歐洲股票基金A類別 (美元 累積股份)","歐洲大型均衡型股票","歐洲大型均衡型股票","晉達資產管理香港有限公司",N,N,45.39,18-09-2026,美元,3,4.92,-1.88,-2.97,-3.96,6,10.17,6.04,17.04,11.72,0,31-08-2026,1.5,LU0345777147,3,"","","","","大型"
U66142,"JPM歐洲(美元)A股(分派)","歐洲大型均衡型股票","歐洲大型均衡型股票","摩根資產管理",N,N,81.83,18-09-2026,美元,3,6.57,-2.4,-3.47,-0.29,6.06,14.82,1.17,20.03,19.16,2.02,31-08-2026,1,LU0117904960,4,"","","","","大型"
U42276,"富達基金 - 歐洲增長基金A類別股份 (歐元 派息股份)","歐洲大型均衡型股票","歐洲大型均衡型股票","富達基金(香港)有限公司",N,Y,22.01,18-09-2026,歐羅,3,2.68,-0.59,-2.26,0.28,3.4,6.56,15.73,15.29,20.3,1.38,31-08-2026,1.5,LU0048578792,2,"","","","","大型"
U42950,"景順環球可持續系統分析股票基金A類股份 (歐元 累積)","歐洲大型均衡型股票","歐洲大型均衡型股票","景順投資管理有限公司",N,N,31.76,18-09-2026,歐羅,3,8.4,0.67,-1.34,1.21,6.33,13.88,11.53,12.74,22.23,0,31-08-2026,1.3,LU0119750205,3,"","","","","大型"
U43584,"聯博 - 歐洲股票基金A類股份 (歐元 累積)","歐洲大型均衡型股票","歐洲大型均衡型股票","聯博香港有限公司",N,N,27.67,18-09-2026,歐羅,3,7.79,-0.75,-2.98,-1.07,4.77,15.87,0.83,14.07,20.71,0,31-08-2026,1.5,LU0124675678,3,"","","","","大型"
U43576,"聯博 - 歐洲股票基金A類股份 (美元 累積)","歐洲大型均衡型股票","歐洲大型均衡型股票","聯博香港有限公司",N,N,31.78,18-09-2026,美元,3,5.37,-1.67,-3.73,-0.81,4.92,12.94,-5.41,17.59,12.53,0,31-08-2026,1.5,LU0232465038,3,"","","","","大型"
